,buyer-count,player-count,accumulated-hours-played,player-frac-of-buyer,avg-hours-played
FaceRig,13,13,25.099999999999998,1.0,1.9307692307692306
FaceRig Pro Upgrade,1,0,0.0,0.0,0.0
FaceRig Team Fortress 2 Avatars DLC,2,0,0.0,0.0,0.0
Faces of War,4,2,0.7999999999999999,0.5,0.39999999999999997
Fading Hearts,2,2,5.2,1.0,2.6
FaeVerse Alchemy,1,0,0.0,0.0,0.0
Faerie Solitaire,12,5,39.9,0.4166666666666667,7.9799999999999995
Faery - Legends of Avalon,2,0,0.0,0.0,0.0
Fahrenheit Indigo Prophecy Remastered,4,3,16.4,0.75,5.466666666666666
Fair Strike,1,1,0.7,1.0,0.7
Fairy Bloom Freesia,9,6,45.2,0.6666666666666666,7.533333333333334
Fairy Bloom Freesia - Original Soundtrack,4,0,0.0,0.0,0.0
Fairy Fencer F,5,4,104.2,0.8,26.05
Fairy Tale Mysteries The Puppet Thief Collector's Edition,1,1,2.2,1.0,2.2
Fake Colours,1,0,0.0,0.0,0.0
Fall of the New Age Premium Edition,1,1,4.6,1.0,4.6
Fallen Earth,121,48,1275.5000000000002,0.39669421487603307,26.57291666666667
Fallen Enchantress,4,4,151.3,1.0,37.825
Fallen Enchantress Legendary Heroes,20,11,187.20000000000002,0.55,17.01818181818182
Fallen Enchantress Legendary Heroes - Battlegrounds DLC,1,0,0.0,0.0,0.0
Fallen Enchantress Legendary Heroes - The Dead World,2,0,0.0,0.0,0.0
Fallen Enchantress Legendary Heroes Leader Pack,2,0,0.0,0.0,0.0
Fallen Enchantress Legendary Heroes Loot Pack,2,0,0.0,0.0,0.0
Fallen Enchantress Legendary Heroes Map Pack,4,0,0.0,0.0,0.0
Fallen Enchantress Legendary Heroes Quest Pack,3,0,0.0,0.0,0.0
Fallout,54,26,185.90000000000003,0.48148148148148145,7.150000000000001
Fallout 2,48,22,237.10000000000002,0.4583333333333333,10.77727272727273
Fallout 3,47,38,689.5999999999999,0.8085106382978723,18.14736842105263
Fallout 3 - Game of the Year Edition,141,102,2005.6000000000001,0.723404255319149,19.662745098039217
Fallout 3 - Mothership Zeta,3,0,0.0,0.0,0.0
Fallout 3 - Point Lookout,3,0,0.0,0.0,0.0
Fallout 3 - The Pitt,1,0,0.0,0.0,0.0
Fallout 4,168,167,10762.800000000003,0.9940476190476191,64.44790419161679
Fallout New Vegas,337,287,14832.900000000003,0.8516320474777448,51.68257839721255
Fallout New Vegas Courier's Stash,188,0,0.0,0.0,0.0
Fallout New Vegas Dead Money,202,0,0.0,0.0,0.0
Fallout New Vegas Honest Hearts,202,0,0.0,0.0,0.0
Fallout Tactics,43,13,148.2,0.3023255813953488,11.399999999999999
Famaze,13,2,0.7,0.15384615384615385,0.35
Family Guy Back to the Multiverse,1,1,4.0,1.0,4.0
Fancy Skulls,2,2,6.199999999999999,1.0,3.0999999999999996
Fantasy Wars,2,0,0.0,0.0,0.0
Far Cry,60,26,111.7,0.43333333333333335,4.296153846153846
Far Cry 2,93,53,308.00000000000006,0.5698924731182796,5.8113207547169825
Far Cry 2 Fortunes Pack,93,0,0.0,0.0,0.0
Far Cry 3,207,181,5076.000000000002,0.8743961352657005,28.044198895027634
Far Cry 3 Blood Dragon,81,49,346.59999999999997,0.6049382716049383,7.073469387755101
Far Cry 4,40,35,1251.7000000000003,0.875,35.76285714285715
FarSky,3,2,36.5,0.6666666666666666,18.25
Farlight Explorers,1,1,0.5,1.0,0.5
Farm Machines Championships 2014,6,1,0.1,0.16666666666666666,0.1
Farm for your Life,2,2,18.5,1.0,9.25
Farming Giant,1,1,31.0,1.0,31.0
Farming Simulator 15,31,29,2050.3,0.9354838709677419,70.7
Farming Simulator 15 - ITRunner,1,0,0.0,0.0,0.0
Farming Simulator 2011,8,8,437.99999999999994,1.0,54.74999999999999
Farming Simulator 2013,35,32,2139.2,0.9142857142857143,66.85
Farming Simulator 2013 - Modding Tutorials,4,2,14.799999999999999,0.5,7.3999999999999995
Farming World,2,1,2.4,0.5,2.4
Fast & Furious Showdown,1,1,3.4,1.0,3.4
Fat Chicken,2,1,2.4,0.5,2.4
Fate of the World,8,6,15.0,0.75,2.5
Fatty Maze's Adventures,1,1,6.2,1.0,6.2
Fearless Fantasy,5,4,34.6,0.8,8.65
Feeding Frenzy 2 Shipwreck Showdown Deluxe,6,2,0.6000000000000001,0.3333333333333333,0.30000000000000004
Ferrum's Secrets where is grandpa?,1,0,0.0,0.0,0.0
Fester Mudd Curse of the Gold - Episode 1,3,2,2.5,0.6666666666666666,1.25
Fieldrunners,8,3,1.7000000000000002,0.375,0.5666666666666668
Fieldrunners 2,7,3,373.6,0.42857142857142855,124.53333333333335
Fiends of Imprisonment,1,1,1.5,1.0,1.5
Fiesta Online,17,1,6.2,0.058823529411764705,6.2
Fiesta Online NA,23,3,0.7,0.13043478260869565,0.2333333333333333
Fight The Dragon,9,5,65.9,0.5555555555555556,13.180000000000001
Final DOOM,25,6,3.8,0.24,0.6333333333333333
Final Dusk,4,2,4.0,0.5,2.0
Final Exam,6,4,4.6000000000000005,0.6666666666666666,1.1500000000000001
Final Hours of Titanfall,1,1,0.1,1.0,0.1
Final Slam 2,1,1,0.1,1.0,0.1
Finding Teddy,8,1,0.5,0.125,0.5
Finding Teddy Soundtrack,8,0,0.0,0.0,0.0
Fine Sweeper,1,0,0.0,0.0,0.0
Fingerbones,7,3,0.8999999999999999,0.42857142857142855,0.3
Fingered,4,4,10.4,1.0,2.6
Finn and Jake's Epic Quest,1,1,6.0,1.0,6.0
Fire,1,1,3.1,1.0,3.1
Firefall,195,78,978.9999999999997,0.4,12.551282051282048
Firefighters 2014,3,2,12.9,0.6666666666666666,6.45
Firefly Online Cortex,4,2,0.5,0.5,0.25
Fishing Planet,73,49,93.30000000000001,0.6712328767123288,1.9040816326530614
Fist Puncher,3,1,0.3,0.3333333333333333,0.3
Fist of Jesus,3,0,0.0,0.0,0.0
Fistful of Frags,154,79,326.1,0.512987012987013,4.1278481012658235
Five Nights at Freddy's,53,44,94.40000000000002,0.8301886792452831,2.145454545454546
Five Nights at Freddy's 2,31,23,66.89999999999999,0.7419354838709677,2.9086956521739125
Five Nights at Freddy's 3,12,8,16.4,0.6666666666666666,2.05
Five Nights at Freddy's 4,16,12,14.799999999999997,0.75,1.2333333333333332
Flame Over,3,0,0.0,0.0,0.0
Flashback,1,1,1.8,1.0,1.8
Flashout 2,1,0,0.0,0.0,0.0
FlatOut,14,8,8.7,0.5714285714285714,1.0875
FlatOut 2,20,14,28.200000000000003,0.7,2.0142857142857147
FlatOut Ultimate Carnage,11,6,72.7,0.5454545454545454,12.116666666666667
Flatout 3,7,3,12.7,0.42857142857142855,4.233333333333333
Flesh Eaters,7,1,2.4,0.14285714285714285,2.4
Flight Control HD,5,4,7.9,0.8,1.975
Flight of the Icarus,3,2,1.4,0.6666666666666666,0.7
Floating Point,48,15,8.299999999999999,0.3125,0.5533333333333332
Flora's Fruit Farm,5,1,0.2,0.2,0.2
Flotilla,3,0,0.0,0.0,0.0
Flower Shop Winter In Fairbrook,2,2,7.800000000000001,1.0,3.9000000000000004
Folk Tale,4,4,23.1,1.0,5.775
Foosball - Street Edition,2,1,1.6,0.5,1.6
FootLOL Epic Fail League,6,6,15.2,1.0,2.533333333333333
Football Manager 2009,55,40,7434.4,0.7272727272727273,185.85999999999999
Football Manager 2010,38,35,13126.7,0.9210526315789473,375.04857142857145
Football Manager 2011,34,31,11336.800000000001,0.9117647058823529,365.70322580645166
Football Manager 2012,80,79,30845.799999999996,0.9875,390.45316455696195
Football Manager 2013,104,104,32308.6,1.0,310.6596153846154
Football Manager 2014,80,78,30574.799999999996,0.975,391.9846153846153
Football Manager 2015,79,77,24283.100000000002,0.9746835443037974,315.3649350649351
Football Manager 2016,27,27,2296.6,1.0,85.05925925925925
Football Manager 2016 Demo,8,7,28.6,0.875,4.085714285714286
Football Manager 2016 Touch Mode - Design a Son,1,0,0.0,0.0,0.0
Football Superstars,37,9,160.20000000000002,0.24324324324324326,17.8
Football Tactics,1,1,16.0,1.0,16.0
For The Glory,1,0,0.0,0.0,0.0
Ford Racing 3,1,1,0.5,1.0,0.5
Foreign Legion Buckets of Blood,5,5,11.2,1.0,2.2399999999999998
Foreign Legion Multi Massacre,1,1,1.3,1.0,1.3
Foresight,1,0,0.0,0.0,0.0
Forge,34,19,23.8,0.5588235294117647,1.2526315789473685
Fork Parker's Holiday Profit Hike,16,2,0.8,0.125,0.4
Formula Fusion,1,1,0.1,1.0,0.1
Forsaken Uprising,4,1,2.7,0.25,2.7
Forsaken World ,21,5,101.0,0.23809523809523808,20.2
Fort Defense,2,0,0.0,0.0,0.0
Fortix,6,4,4.0,0.6666666666666666,1.0
Fortix 2,4,1,11.2,0.25,11.2
Fortress Forever,3,0,0.0,0.0,0.0
FortressCraft Evolved,5,4,8.7,0.8,2.175
FortressCraft Evolved Multiplayer,2,0,0.0,0.0,0.0
Fortune Summoners Secret of the Elemental Stone,7,2,56.0,0.2857142857142857,28.0
Foul Play,5,4,4.7,0.8,1.175
Fox & Flock,1,0,0.0,0.0,0.0
Fractal Make Blooms Not War,9,1,0.5,0.1111111111111111,0.5
Fractured Space,72,27,68.09999999999998,0.375,2.5222222222222217
Franchise Hockey Manager 2,1,1,11.2,1.0,11.2
Franchise Hockey Manager 2014,3,3,74.0,1.0,24.666666666666668
Frankenstein Master of Death,10,5,20.099999999999998,0.5,4.02
Freaking Meatbags,4,1,331.0,0.25,331.0
Freddi Fish 2 The Case of the Haunted Schoolhouse,2,0,0.0,0.0,0.0
Freddi Fish 3 The Case of the Stolen Conch Shell,2,0,0.0,0.0,0.0
Freddi Fish 4 The Case of the Hogfish Rustlers of Briny Gulch,2,0,0.0,0.0,0.0
Freddi Fish 5 The Case of the Creature of Coral Cove,2,0,0.0,0.0,0.0
Freddi Fish and Luther's Maze Madness,2,1,0.2,0.5,0.2
Freddi Fish and Luther's Water Worries,2,0,0.0,0.0,0.0
Freddi Fish and The Case of the Missing Kelp Seeds,2,0,0.0,0.0,0.0
Frederic Evil Strikes Back,2,1,3.0,0.5,3.0
Frederic Resurrection of Music,1,0,0.0,0.0,0.0
Free to Play,131,33,69.7,0.25190839694656486,2.1121212121212123
FreeStyle2 Street Basketball,257,91,923.5000000000001,0.3540856031128405,10.14835164835165
Freedom Fall,3,2,60.2,0.6666666666666666,30.1
Freedom Force,10,6,9.0,0.6,1.5
Freedom Force vs. the 3rd Reich,10,1,32.0,0.1,32.0
Freedom Planet,6,5,9.100000000000001,0.8333333333333334,1.8200000000000003
Freedom Planet - Official Soundtrack,1,0,0.0,0.0,0.0
Freight Tycoon Inc.,1,1,10.9,1.0,10.9
Freshman Year,1,0,0.0,0.0,0.0
Fritz Chess 14,1,1,2.0,1.0,2.0
From Dust,38,32,213.79999999999998,0.8421052631578947,6.6812499999999995
From The Depths,2,2,73.0,1.0,36.5
Front Mission Evolved,12,7,57.3,0.5833333333333334,8.185714285714285
Frontline Tactics,30,6,135.4,0.2,22.566666666666666
Frontline Tactics - Close Quater Combat Soldier,2,0,0.0,0.0,0.0
Frontline Tactics - Desert Camouflage,1,0,0.0,0.0,0.0
Frontline Tactics - Golden Guns,1,0,0.0,0.0,0.0
Frontline Tactics - Medic Soldier Pack,2,0,0.0,0.0,0.0
Frontline Tactics - Ninja Camouflage,1,0,0.0,0.0,0.0
Frontline Tactics - Sniper,2,0,0.0,0.0,0.0
Frontline Tactics - Snow Camouflage ,1,0,0.0,0.0,0.0
Frontline Tactics - Tiger Camouflage,1,0,0.0,0.0,0.0
Frontline Tactics - Woodland Camouflage,1,0,0.0,0.0,0.0
Frontlines Fuel of War,8,4,4.2,0.5,1.05
Frozen Free Fall Snowball Fight,8,2,0.6,0.25,0.3
Frozen Hearth,15,8,13.399999999999999,0.5333333333333333,1.6749999999999998
Frozen Synapse,40,26,156.10000000000002,0.65,6.003846153846155
Frozen Synapse Prime,6,4,3.7,0.6666666666666666,0.925
Full Bore,2,0,0.0,0.0,0.0
Full Mojo Rampage,23,10,81.29999999999998,0.43478260869565216,8.129999999999999
Full Spectrum Warrior,5,2,13.200000000000001,0.4,6.6000000000000005
Full Spectrum Warrior Ten Hammers,6,2,9.5,0.3333333333333333,4.75
Funk of Titans,1,0,0.0,0.0,0.0
Fuse,17,14,27.6,0.8235294117647058,1.9714285714285715
Future Wars,6,0,0.0,0.0,0.0
GALAK-Z,2,2,25.4,1.0,12.7
GASP,6,1,0.3,0.16666666666666666,0.3
GAUGE,3,0,0.0,0.0,0.0
GEARCRACK Arena,18,2,5.2,0.1111111111111111,2.6
GRAV,11,10,142.1,0.9090909090909091,14.209999999999999
GRID,49,28,634.8,0.5714285714285714,22.67142857142857
GRID 2,81,57,943.7999999999998,0.7037037037037037,16.5578947368421
GRID 2 GTR Racing Pack,15,0,0.0,0.0,0.0
GRID Autosport,34,29,259.1000000000001,0.8529411764705882,8.934482758620693
GT Legends,8,0,0.0,0.0,0.0
GT Power Expansion,17,0,0.0,0.0,0.0
GTA SA German Mac,7,0,0.0,0.0,0.0
GTR 2 - FIA GT Racing Game,5,1,0.5,0.2,0.5
GTR Evolution,69,3,20.8,0.043478260869565216,6.933333333333334
GUILTY GEAR XX ACCENT CORE PLUS R,1,1,0.5,1.0,0.5
GUILTY GEAR Xrd -SIGN-,4,3,17.0,0.75,5.666666666666667
GUN,3,1,0.4,0.3333333333333333,0.4
Galactic Arms Race,1,0,0.0,0.0,0.0
Galactic Civilizations I Ultimate Edition,9,3,58.1,0.3333333333333333,19.366666666666667
Galactic Civilizations II Ultimate Edition,53,24,288.2,0.4528301886792453,12.008333333333333
Galactic Civilizations III,16,15,727.1999999999999,0.9375,48.48
Galactic Civilizations III - Map Pack DLC,2,0,0.0,0.0,0.0
Galactic Civilizations III - Mega Events DLC,2,0,0.0,0.0,0.0
Galactic Civilizations III - Precursor Worlds DLC,1,0,0.0,0.0,0.0
Galactic Civilizations III - Revenge of the Snathi DLC,2,0,0.0,0.0,0.0
Galactic Civilizations III - Ship Designer's Toolbox DLC,3,0,0.0,0.0,0.0
Galactic Civilizations III Soundtrack,3,0,0.0,0.0,0.0
Galaxy on Fire 2 Full HD,20,12,83.9,0.6,6.991666666666667
Galcon 2,16,8,9.9,0.5,1.2375
Galcon Fusion,13,4,7.8,0.3076923076923077,1.95
Galcon Legends,7,4,8.3,0.5714285714285714,2.075
Game Character Hub,11,2,0.6000000000000001,0.18181818181818182,0.30000000000000004
Game Dev Tycoon,71,71,866.1,1.0,12.198591549295775
Game Tycoon 1.5,4,2,8.4,0.5,4.2
Game of Thrones ,41,16,202.89999999999998,0.3902439024390244,12.681249999999999
Game of Thrones - A Telltale Games Series,29,20,302.4,0.6896551724137931,15.12
GameGuru,13,4,21.5,0.3076923076923077,5.375
GameGuru - Buildings Pack,5,0,0.0,0.0,0.0
GameLoading Rise of the Indies,1,0,0.0,0.0,0.0
GameMaker Studio,26,26,1093.6,1.0,42.06153846153846
GameMaker Studio Android,2,0,0.0,0.0,0.0
GameMaker Studio HTML5,2,0,0.0,0.0,0.0
GameMaker Studio Professional,2,0,0.0,0.0,0.0
GameMaker Studio Standard,1,0,0.0,0.0,0.0
GameMaker Studio Ubuntu Export,2,0,0.0,0.0,0.0
GameMaker Studio Windows Phone 8,1,0,0.0,0.0,0.0
GameMaker Studio YoYo Compiler,1,0,0.0,0.0,0.0
GameMaker Studio iOS,1,0,0.0,0.0,0.0
GamersGoMakers,1,1,26.0,1.0,26.0
Games of Glory,7,1,0.3,0.14285714285714285,0.3
Gang Beasts,15,9,118.5,0.6,13.166666666666666
Gaokao.Love.100Days,2,2,16.6,1.0,8.3
Garden Rescue,1,0,0.0,0.0,0.0
Gare Sapphire Mechs,1,0,0.0,0.0,0.0
Garry's Mod,731,666,49725.300000000025,0.9110807113543091,74.66261261261265
Garshasp Temple of the Dragon,1,0,0.0,0.0,0.0
Garshasp The Monster Slayer,2,0,0.0,0.0,0.0
Gary Grigsby's War in the East,1,0,0.0,0.0,0.0
Gas Guzzlers Extreme,10,6,80.60000000000001,0.6,13.433333333333335
Gateways,1,1,0.2,1.0,0.2
Gauntlet ,38,33,324.59999999999997,0.868421052631579,9.836363636363636
Gear Up,116,54,215.79999999999993,0.46551724137931033,3.996296296296295
GemCraft - Chasing Shadows,2,1,12.9,0.5,12.9
Gemini Rue,16,6,18.5,0.375,3.0833333333333335
Gemini Wars,2,2,3.8000000000000003,1.0,1.9000000000000001
Gems of War,11,7,293.3,0.6363636363636364,41.9
Geneforge 1,4,0,0.0,0.0,0.0
Geneforge 2,4,0,0.0,0.0,0.0
Geneforge 3,4,0,0.0,0.0,0.0
Geneforge 4,4,0,0.0,0.0,0.0
Geneforge 5,4,0,0.0,0.0,0.0
Genesis Online,14,13,6.7,0.9285714285714286,0.5153846153846154
Genesis Rising,4,3,4.5,0.75,1.5
Geometry Dash,15,12,262.8,0.8,21.900000000000002
Geometry Wars 3 Dimensions Evolved,2,1,5.1,0.5,5.1
Geometry Wars Retro Evolved,14,10,21.5,0.7142857142857143,2.15
GestureWorks Gameplay,1,1,2.0,1.0,2.0
Get Off My Lawn!,20,6,28.700000000000003,0.3,4.783333333333334
Gettysburg Armored Warfare,1,0,0.0,0.0,0.0
Ghost Encounters Deadwood - Collector's Edition,1,1,2.7,1.0,2.7
Ghost Master,11,7,37.3,0.6363636363636364,5.328571428571428
Ghost Pirates of Vooju Island,1,0,0.0,0.0,0.0
Ghost in the Shell Stand Alone Complex First Assault Online,2,2,7.4,1.0,3.7
Ghostbusters Sanctum of Slime,1,1,0.3,1.0,0.3
Ghostbusters The Video Game,19,11,54.300000000000004,0.5789473684210527,4.9363636363636365
Giana Sisters Twisted Dreams,44,21,80.89999999999998,0.4772727272727273,3.852380952380951
Giana Sisters Twisted Dreams - Rise of the Owlverlord,9,1,0.7,0.1111111111111111,0.7
Gigantic Army,5,2,2.5,0.4,1.25
Gimbal,1,0,0.0,0.0,0.0
Gish,28,13,13.900000000000002,0.4642857142857143,1.0692307692307694
Glacier 3 The Meltdown,11,0,0.0,0.0,0.0
Gladiators Online - Tiro Pack,1,0,0.0,0.0,0.0
Gladiators Online Death Before Dishonor,9,5,0.8,0.5555555555555556,0.16
Glare,2,1,95.0,0.5,95.0
Glass Wing,1,0,0.0,0.0,0.0
Global Agenda,37,15,553.0,0.40540540540540543,36.86666666666667
Global Agenda - Beta,1,1,23.0,1.0,23.0
Global Ops Commando Libya,2,0,0.0,0.0,0.0
Glorkian Warrior The Trials Of Glork,2,0,0.0,0.0,0.0
Glowfish,2,1,1.6,0.5,1.6
Gnomoria,14,11,283.29999999999995,0.7857142857142857,25.75454545454545
Go! Go! Nippon! ~My First Trip to Japan~,8,5,16.2,0.625,3.2399999999999998
GoD Factory Wingmen,3,2,14.5,0.6666666666666666,7.25
Goat Simulator,146,130,923.0999999999996,0.8904109589041096,7.100769230769227
Goats on a Bridge,5,0,0.0,0.0,0.0
God Mode,18,13,32.599999999999994,0.7222222222222222,2.507692307692307
Gods Will Be Watching,5,2,2.4,0.4,1.2
Godus,16,15,125.49999999999999,0.9375,8.366666666666665
Gold Package,1,0,0.0,0.0,0.0
Gold Rush! Anniversary,1,0,0.0,0.0,0.0
Gold Rush! Classic,2,1,2.0,0.5,2.0
Golden Rush,11,7,4.7,0.6363636363636364,0.6714285714285715
Gomo,5,3,3.4,0.6,1.1333333333333333
Gone Home,42,24,48.800000000000004,0.5714285714285714,2.0333333333333337
GooCubelets,8,5,8.399999999999999,0.625,1.6799999999999997
GooCubelets 2,1,0,0.0,0.0,0.0
Good Friends Character Pack,3,0,0.0,0.0,0.0
Good Ol Times,3,0,0.0,0.0,0.0
Goodbye Deponia,19,7,29.1,0.3684210526315789,4.1571428571428575
Gorky 17,18,1,6.7,0.05555555555555555,6.7
Gotham City Impostors,16,13,78.80000000000001,0.8125,6.061538461538462
Gotham City Impostors Free To Play,162,68,635.4000000000001,0.41975308641975306,9.344117647058825
Gothic,14,3,2.0,0.21428571428571427,0.6666666666666666
Gothic 3,20,10,199.4,0.5,19.94
Gothic 3 Forsaken Gods Enhanced Edition,8,4,21.2,0.5,5.3
Gothic II Gold Edition,17,7,7.3,0.4117647058823529,1.042857142857143
Governor of Poker 2,1,0,0.0,0.0,0.0
Governor of Poker 2 Premium Edition,1,1,0.9,1.0,0.9
Grand Ages Medieval,3,3,118.8,1.0,39.6
Grand Ages Rome,9,3,32.6,0.3333333333333333,10.866666666666667
Grand Chase,36,7,4.5,0.19444444444444445,0.6428571428571429
Grand Class Melee 2,1,1,0.7,1.0,0.7
Grand Theft Auto,42,10,3.2,0.23809523809523808,0.32
Grand Theft Auto 2,42,6,15.699999999999998,0.14285714285714285,2.6166666666666663
Grand Theft Auto Episodes from Liberty City,181,74,1245.8000000000002,0.4088397790055249,16.835135135135136
Grand Theft Auto III,180,34,124.50000000000001,0.18888888888888888,3.6617647058823533
Grand Theft Auto IV,281,226,4686.3,0.8042704626334519,20.735840707964602
Grand Theft Auto San Andreas,351,118,1232.2,0.33618233618233617,10.442372881355933
Grand Theft Auto V,273,269,22956.70000000001,0.9853479853479854,85.34089219330859
Grand Theft Auto Vice City,207,46,227.89999999999998,0.2222222222222222,4.9543478260869565
Grandia II Anniversary Edition,1,0,0.0,0.0,0.0
Grapple,1,0,0.0,0.0,0.0
Grass Simulator,1,0,0.0,0.0,0.0
Gratuitous Space Battles,37,19,193.30000000000007,0.5135135135135135,10.17368421052632
Gratuitous Tank Battles,5,0,0.0,0.0,0.0
Gravi,1,0,0.0,0.0,0.0
Gravilon,10,6,15.5,0.6,2.5833333333333335
Gravity Badgers,3,1,14.9,0.3333333333333333,14.9
Gravity Core - Braintwisting Space Odyssey,1,0,0.0,0.0,0.0
Gravity Ghost,1,1,0.5,1.0,0.5
Gray Matter,4,2,25.2,0.5,12.6
Great Permutator,3,1,1.6,0.3333333333333333,1.6
Greed Black Border,4,1,0.1,0.25,0.1
Greed Corp,25,12,53.8,0.48,4.483333333333333
Grey Goo,12,12,129.60000000000002,1.0,10.800000000000002
Grey Goo - Emergence Campaign,10,0,0.0,0.0,0.0
Grey Goo - Soundtrack,6,0,0.0,0.0,0.0
Grey's Anatomy The Video Game,1,1,0.5,1.0,0.5
Greyfox,11,4,26.8,0.36363636363636365,6.7
GridRunner Revolution,3,2,0.4,0.6666666666666666,0.2
Grim Dawn,14,13,220.00000000000003,0.9285714285714286,16.923076923076927
Grim Fandango Remastered,23,13,80.50000000000001,0.5652173913043478,6.192307692307693
Grim Legends 2 Song of the Dark Swan,1,1,4.4,1.0,4.4
Grim Legends The Forsaken Bride,6,5,36.0,0.8333333333333334,7.2
Grimind,6,3,4.0,0.5,1.3333333333333333
Grimm,20,13,35.2,0.65,2.707692307692308
Grimoire Manastorm,21,7,16.2,0.3333333333333333,2.314285714285714
Grotesque Tactics 2 - Dungeons and Donuts,8,1,86.0,0.125,86.0
Grotesque Tactics Evil Heroes,10,5,65.5,0.5,13.1
Grotesque Tactics Evil Heroes - Dev,1,0,0.0,0.0,0.0
Grow Home,14,12,93.5,0.8571428571428571,7.791666666666667
Grow Home Soundtrack DLC,1,0,0.0,0.0,0.0
Growing Pains,1,0,0.0,0.0,0.0
Guacamelee! Gold Edition,55,31,184.8,0.5636363636363636,5.961290322580646
Guacamelee! Super Turbo Championship Edition,3,0,0.0,0.0,0.0
Guardians of Graxia,3,1,0.5,0.3333333333333333,0.5
Guardians of Middle-earth,43,10,21.8,0.23255813953488372,2.18
Guardians of Orion,2,1,0.1,0.5,0.1
Guild Commander,1,1,1.1,1.0,1.1
Guild Wars,13,8,1183.3999999999999,0.6153846153846154,147.92499999999998
Guild Wars Game of the Year,3,2,31.3,0.6666666666666666,15.65
Guild Wars Nightfall,1,0,0.0,0.0,0.0
Guild Wars Trilogy,9,1,9.9,0.1111111111111111,9.9
Guild of Dungeoneering,4,3,46.099999999999994,0.75,15.366666666666665
Guilty Gear Isuka,1,1,1.6,1.0,1.6
Guilty Gear X2 #Reload,4,2,1.1,0.5,0.55
Gumboy Crazy Adventures,7,2,1.4000000000000001,0.2857142857142857,0.7000000000000001
Gumboy Crazy Features,7,4,1.5999999999999999,0.5714285714285714,0.39999999999999997
Gumboy Tournament,5,0,0.0,0.0,0.0
Gun Metal,14,2,8.9,0.14285714285714285,4.45
Gun Monkeys,63,29,33.599999999999994,0.4603174603174603,1.1586206896551723
GunWorld,1,1,3.6,1.0,3.6
GunZ 2 The Second Duel,221,69,543.6999999999999,0.31221719457013575,7.879710144927535
Guncraft,6,5,12.399999999999999,0.8333333333333334,2.4799999999999995
GundeadliGne,2,1,0.3,0.5,0.3
Gundemonium Recollection,2,1,0.3,0.5,0.3
Gunman Clive,4,3,3.2,0.75,1.0666666666666667
Gunman Clive 2,1,0,0.0,0.0,0.0
Gunpoint,53,38,142.60000000000002,0.7169811320754716,3.752631578947369
Guns and Robots,74,30,163.09999999999994,0.40540540540540543,5.436666666666665
Guns of Icarus Online,83,68,497.79999999999995,0.8192771084337349,7.320588235294117
Guns'N'Zombies,5,3,2.6,0.6,0.8666666666666667
Guns'N'Zombies N'Aliens,1,0,0.0,0.0,0.0
Gunscape,14,7,3.8000000000000003,0.5,0.5428571428571429
Gunship!,2,1,0.5,0.5,0.5
Gunslugs 2,1,1,1.1,1.0,1.1
Gunspell Steam Edition,1,1,3.3,1.0,3.3
Gurumin A Monstrous Adventure,3,2,2.6,0.6666666666666666,1.3
Gyromancer,3,0,0.0,0.0,0.0
H1Z1,138,137,7364.200000000001,0.9927536231884058,53.75328467153285
H1Z1 Test Server,138,9,197.2,0.06521739130434782,21.91111111111111
HAWKEN,225,110,1416.2999999999997,0.4888888888888889,12.875454545454543
HAWKEN - Mercenary Bundle,1,0,0.0,0.0,0.0
HELLDIVERS,6,6,29.9,1.0,4.983333333333333
HIS (Heroes In the Sky),23,11,9.5,0.4782608695652174,0.8636363636363636
HIT,18,5,1.2000000000000002,0.2777777777777778,0.24000000000000005
HOARD,34,14,64.2,0.4117647058823529,4.585714285714286
HOMEFRONT Demo,15,0,0.0,0.0,0.0
Habitat,2,1,0.1,0.5,0.1
Hack 'n' Slash,9,4,13.600000000000001,0.4444444444444444,3.4000000000000004
"Hack, Slash, Loot",7,2,2.8000000000000003,0.2857142857142857,1.4000000000000001
Hacker Evolution,24,13,20.400000000000002,0.5416666666666666,1.5692307692307694
Hacker Evolution - Untold,17,5,8.4,0.29411764705882354,1.6800000000000002
Hacker Evolution Duality,15,3,3.3000000000000003,0.2,1.1
Hacknet,6,4,13.0,0.6666666666666666,3.25
Haegemonia Legions of Iron,1,0,0.0,0.0,0.0
Haegemonia The Solon Heritage,1,0,0.0,0.0,0.0
Half Minute Hero Super Mega Neo Climax Ultimate Boy,25,7,29.700000000000003,0.28,4.242857142857143
Half Minute Hero The Second Coming,4,0,0.0,0.0,0.0
Half-Life,388,116,665.5000000000002,0.29896907216494845,5.737068965517244
